material anatomical entity that has inherent 3d shape and is generated by coordinated expression of the organism's own genome .
an amino - acid anion that has formula ch2no2 .
a form of malaria caused by an infection with plasmodium malariae .
very rare zoonotic or accidental infections of humans with any of ,  at least ,  six species of simian malaria parasites .
the term includes immigrant members of populations in disease - endemic areas who have not yet acquired protective immunity against the disease .
immigrant worker living for a short or longer period in an infectious area and in need of chemoprophylaxis .
military personnel of a foreign army  ( regular army or guerilla )  arriving to an infectious area and in need of chemoprophylaxis .
non - immune game warden transferred for a short or longer period to an infectious area and in need of chemoprophylaxis .
member of a refugee population  ( including economic ,  war and political unrest )  arriving ,  voluntarily or not ,  to a malarious area and in need of chemoprophylaxis .
traveller visiting or residing an infectious area and in need of chemoprophylaxis .
a role borne by an antiparasitic chemical compound  in virtue of the fact that is has antiparasitic disposition and it is applied to an anatomical entity of a living organism to treat  ( or to provide prophylaxis )  from malaria .
a group of blood schizontocides thought to act by being concentrated in the parasite's lysozyme ,  inhibiting the polymerization of haemin into haemozoin .
a group of drugs containing a sulfonyl functional group attached to two carbon atoms ;  they are characterized as type 1 antifolate drugs .
a synthetic antimicrobial drug .
a group of antimalarials ,  known as type 2 antifolate drugs due to the specific inhibition of dhf reductase .
drugs thought to be particularly active against hypnozoites and gametocytes ,  believed to be converted to quinone active metabolites in the liver .
any of a group of related broad - spectrum antibiotics ,  isolated from species of streptomyces or produced semisynthetically .
a group of natural drugs derived from the chinese medicinal plant artemisia annua and their synthetic or semi - synthetic analogues .
slow acting drug acting on the electron transport chain of the malarial mitochondrion .
any non - laboratory - assisted process that leads to the presumptive diagnosis of disease .
a routine procedure leading to the identification of parasites in the blood of patients .
the preparation of a slide covered with fresh blood and then stained with giemsa or field's stain in order to be viewed under the microscope .
the examination of the blood film under the microscope leading to a semi - quantitative assessment of parasites present  ( parasite count )  .
a diagnostic method based on the use of antibodies ,  either purified or as an immune serum ,  that aims at detecting ,  directly or indirectly ,  plasmodium - specific antigens .
a method showing the presence of malarial antibodies  ( from past or present infections )  in patient blood .
a method devised to detect a malarial antigen and ,  thus ,  infection .
anyk method using an antibody to detect the presence ,  in the blood ,  of the pldh antigen ,  present throughout the erythrocytic cycle .
a dipstick method using a monoclonal antibody to detect the presence ,  in the blood ,  of the pfhrp - 2 antigen ,  present throughout the erythrocytic cycle .
a routine method that detects species - specific malarial parasite antigens in the blood using fluorescent microscopy .
a method using a soluble malarial antigen to detect infection ,  performed in microtitre plates and ,  thus ,  enabling a large number of samples to be processed .
a method based on molecular biological techniques aimed at detecting dna or rna sequences specific for malaria parasites in the blood of a patient .
an 8 - aminoquinoline antimalarial drug .
an 8 - aminoquinoline antimalarial drug .
a tetracycline broad spectrum antibiotic .
a tetracycline broad spectrum antibiotic .
a tetracycline broad spectrum antibiotic .
a tetracycline broad spectrum antibiotic .
a tetracycline broad spectrum antibiotic .
merged definition: \ ntarget definition: an arylaminoaccohol schizontocidal drug .
an arylaminoaccohol schizontocidal drug .also used as a prophylactic .
a synthetic arylaminoaccohol schizontocidal drug .
merged definition: \ ntarget definition: an arylaminoaccohol schizontocidal drug . \ n -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  \ nsource definition: a cinchona alkaloid consisting of cinchonine with the hydrogen at the 6 - position of the quinoline ring substituted by methoxy .
a drug of the class of biguanides .
a drug of the class of biguanides .
a drug of the class of biguanides .
a drug of the class of biguanides .
a drug of the class of biguanides .
a drug of the group of naphthoquinones .
the first natural drug extracted from artemisia annua .
a peroxide antimalarial drug .
a peroxide antimalarial drug .
a peroxide antimalarial drug .
a peroxide antimalarial drug .
an arylaminoaccohol schizontocidal drug .also used as a prophylactic .
a drug belonging to the class of sulfones .
a drug belonging to the class of sulfones .
a sulfonamide drug .
a sulfonamide drug .
a sulfonamide drug .
a sulfonamide drug .
a sulfonamide drug .
a substance belonging to a class of drugs acting through the inhibition of the enzyme dihydropteroate synthase .
an artemisinin - free antimalarial combination .
a role borne by an antiparasitic chemical compound  in virtue of the fact that is has antiparasitic disposition and it is applied to an anatomical entity of a living organism to treat malaria .
an insecticide - treated net is a mosquito net that repels ,  disables and / or kills mosquitoes coming into contact with insecticide on the netting material .
a long - lasting insecticidal net is a factory - treated mosquito net made with netting material that has insecticide incorporated within or bound around the fibres .
a conventionally treated net is a mosquito net that has been treated by dipping in a who - recommended insecticide .
therapeutic measures taken ,  in addition to chemotherapy ,  to improve the condition of ,  and cure a patient suffering from uncomplicated malaria .
auxiliary ,  supportive and secondary treatment for severe malaria not focusing on the parasite .
rehydration is the replenishment of water ,  or water and electrolytes .
treatment of high fever .
treatment of pain .
treatment of anaemia ,  often found associated with malaria .
a distinct form of malaria that is caused by a specific species of plasmodium parasite .
any impairment of consciousness or convulsions in a patient exposed to malaria .
a form of falciparum malaria where plasmodium falciparum infections are complicated by serious organ failures or abnormalities in the patient's blood or metabolism .
malaria infection due to medical interference ,  such as transmission by contaminated blood transfusion or deliberate transmission .
historical iatrogenically induced malaria aiming at therapy of neurosyphilis or ,  in newer times ,  for the experimental trials of vaccines or drugs .
a form of chemotherapy of malaria using a combination of antimalarial drugs .
a combination therapy using artemisinin - based drugs .
the change in morphology and behavior of a natural killer cell resulting from exposure to a cytokine ,  chemokine ,  cellular ligand ,  or soluble factor ,  leading to the initiation or perpetuation of an immune response .
treatment of comatose patients according to standard procedures .
treatment of seizures with standard anticonvulsive drugs such as benzodiazepines .
treatment of patients showing signs of cerebral oedema and / or cerebral herniation according to standard procedures .
treatment of patients with severe anaemia using packed cells or blood transfusion .
treatment of hypoglycaemic patients according to standard procedures .
treatment of patients showing signs of intravascular coagulation through the administration of vitamin k ,  fresh - frozen plasma or platelet transfusion .
treatment of dehydrated patients or patients showing signs of a disturbed electrilyte balance according to standard procedures .
treatment of showing signs of renal failure according to standard procedures ,  complemented by the treatment of massive intravascular haemolysis .
treatment of patients showing signs of pulmonary oedema according to standard procedures and / or positive pressure ventilation where possible .
treatment of patients developing a secondary septicaemic shock according to standard procedures .
treatment of patients with a secondary pneumonia according to standard procedures .
treatment of non - immune patients through exchange transfusion .
treatment of showing signs of a ruptured spleen according to standard procedures ,  conservative measures taking precedence over surgery .
treatment of metabolic acidosis in patients according to standard procedures .
a vaccine aiming at reducing the incidence of severe malaria and malaria - associated mortality in infants and children with heavy exposure to plasmodium falciparum ,  such as in sub - saharan africa .
a vaccine aiming at preventing all clinical manifestations of malaria in individuals from areas with no exposure who travel to regions where malaria is endemic ,  primarily malaria caused by plasmodium falciparum and plasmodium vivax .
a vaccine aiming at inducing antibodies to attack the sexual stages of the malaria parasite  ( gametocytes ,  gametes ,  zygotes ,  ookinetes )  either in the human host or within the mosquito .
a change in the morphology and behaviour of a dendritic cell resulting from exposure to a specific antigen ,  mitogen ,  cytokine ,  cellular ligand ,  or soluble factor ,  leading to the initiation or perpetuation of an immune response .
the distinct stages of the life cycle of a protozoon of the genus plasmodium .
the banana - shaped motile stage of plasmodium that the zygote develops into .
the stage of developing structure that an ookinete develops into upon reaching ,  and resting st the basal lamina of the midgut .
a blood stage of plasmodium that ,  upon transfer to a mosquito with a blood meal ,  will undergo further development giving rise to gametes .
the stage of plasmodium that has been released into the mosquito haemocoel after the rupture of the oocyst .
any life cycle stage of plasmodium that is spent in the invertebrate host .
the stage produced through the fusion of male and female gametes .
collective name for life cycle stages of plasmodium referring to the time between inoculation through a blood meal and the first entry into an erythrocyte .
a developmental stage of the plasmodium life cycle found within the erythrocyte .
a merozoite produced in the liver of the vertebrate host .
the stage of a sporozoan cell that reproduces by schizogony ,  producing a varied number of daughter trophozoites or merozoites .
a collective name for plasmodium parasites of the relapsing kind that found in the liver of the vertebrate host but have arrested their development .
any life cycle stage of plasmodium that is spent in the blood of the vertebrate host .
the process of plasmodium attaching itself to the cell membrane of the hepatocyte .
the process of a parasitophorous vacuole being formed in a hepatocyte .
any use of chemicals such as insecticides or repellents for the purpose of vector control .
a life cycle stage of plasmodium transferred into a mosquito with a blood meal into the midgut ,  that will undergo further development giving rise to gametes .
a stage in the mosquito midgut that will later develop into a female gamete stage .
a gametocyte stage in the mosquito midgut that will later develop into a male gamete stage .
a blood stage gametocyte that will later develop into a female gamete .
a blood stage gametocyte that will later develop into a male gamete .
the stage of the mature female gamete of plasmodium found in the midgut of the mosquito vector .
the stage of the mature male gamete of plasmodium found in the midgut of the mosquito vector ,  produced through exflagelation of the male gametocyte .
a developmental stage that arises from the schizogony of a parent cell in an erythrocyte that may continue the asexual or enter the sexual phase of the plasmodium life cycle .
a developmental stage of the plasmodium life cycle found within the erythrocyte ,  called such because of the shape observed .
a schizont produced in the liver of the vertebrate host .
the reduction of malaria prevalence in the global human or animal host population to zero .
the first phase of an eradication campaign .
the second phase of an eradication campaign .
the third phase of an eradication campaign .
the fourth and last phase of an eradication campaign .
as part of the malaria eradication campaign ,  geographical reconnaissance of the area to be attacked .
as part of the malaria eradication campaign ,  the training of field staff that will carry out the measures .
as part of the malaria eradication campaign ,  the identification and numbering sprayable houses / structures through workers surveying the area .
as part of the malaria eradication campaign ,  the assignment of accommodation to workers involved .
as part of the malaria eradication campaign ,  the assignment of storage facilities for chemicals and other material resources to be used .
as part of the malaria eradication campaign ,  the procurement of equipment ,  vehicles ,  supplies and chemicals .
the spraying of houses with residual insecticides during an eradication campaign .
the continuous epidemiological survey of malaria transmission during an eradication campaign .
the epidemiological survey of all malaria indicators during an eradication campaign .
the coninuoys ,  post - eradication measures taken to guarantee the absence of autochthonous malaria .
the last step of an eradication campaign .
a combination therapy using non artemisinin - based drugs .
a commercial product that provides all necessary components to perform an immunological test for the rapid diagnosis of malaria .
a chemical substance ,  often an enzyme ,  that plays a crucial role in a biological process .
colonisation is the process by which a vector species spreads into new areas .
a living object .
prevalence as measured by immunological methods .
a commercial rdt from access bio ,  inc .
a quality which refers to the host .
a quality which refers to the pathogen .
is a glycoprotein synthesized mainly by cd4 t helper lymphocytes ,  and has an autocrine effect on the cd4 t cell that produces it .
a heritable change in the sensitivity of a pest population that is reflected in the repeated failure of a product to achieve the expected level of control when used according to the label recommendation for that pest species .
the lack of ability of a mosquito to transmit plasmodium .
a quality which refers to the host population .
a collective resistance disposition that inheres in an organism population in virtue of the fact that the proportion of the population with immunity to an infectious agent is high resulting in a low number of transmissions from hosts in the population to susceptible individuals in the population and thereby mitigating the damaging effects of the infectious agent on the population .
bacillus thuringiensis serovar israelensis  ( bti )  is a group of bacteria used as biological control agents for larvae stages of certain dipterans .
a commercial rdt from access bio ,  inc .
the time elapsed between infection with plasmodium parasite and when symptoms and signs ,  usually fever ,  are first apparent .
the time period during which a patient can be infectious .
a commercial rdt from access bio ,  inc .
the process of a malaria host recovering from the disease .
the time from the moment of infection till the first discovery of parasites in the blood .
a commercial rdt from acon laboratories ,  inc .
dormancy is a state in an organism's life cycle when growth ,  development ,  and  ( in animals )  physical activity is temporarily suspended .
a commercial rdt from amgenix international inc .
a commercial rdt from azog ,  inc .
transmission across the placenta from mother to foetus ,  diagnosed through parasitaemia in the neonate within day 7 post partum .
malaria transmission occurring from one individual to another in the same generation .
a commercial rdt from biosynex .
a commercial rdt from biosynex .
toll like receptors recognize structurally conserved molecules derived from microbes ,  and play a key role in the innate immune response .
a commercial rdt from diagnostix automation / cortez diagnostics ,  inc .
is a glycoprotein synthesized by activated t lymphocytes and natural killer cells .
a molecule on the surface or within a cell that recognizes and binds with specific molecules ,  producing a specific effect in the cell .
it is a monomeric gamma globulin protein consisting of two gamma 3 heavy chains and either two kappa light chains or two lambda light chains ,  connected by disulfide bonds .
is a glycoprotein and acts on t cells as a cytotoxic lymphocyte maturation factor as well as natural killer cell stimulatory factor .
a mononuclear phagocyte present in variety of tissues ,  typically differentiated from monocytes ,  capable of phagocytosing a variety of extracellular particulate material ,  including immune complexes ,  microorganisms ,  and dead cells .
a commercial rdt from diamed ag .
a commercial rdt from human gmbh .
a commercial rdt from human gmbh .
a commercial rdt from ind diagnostic inc .
is a glycoprotein produced mainly by cd4 t lymphocytes .
is a glycoprotein that suppresses cell - mediated immune response .
the directed killing of a target cell by a cd8 t cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors .
an immune response involving a change in the state or activity of a cd4 - positive ,  alpha - beta t cell in response to stimulus .
an immune response involving a change in the state or activity of a t - helper 1 cell in response to stimulus .
an immune response involving a change in the state or activity of a t - helper 2 cell in response to stimulus .
the directed killing of a target cell by a natural killer cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors .
apoptosis induced by the binding of fas ligand  ( fasl / cd95l )  to fas  ( apoi / cd95 )  ,  resulting in signal transduction ,  which initiates apoptosis .
the regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a cd8 - positive ,  alpha - beta cytotoxic t cell .
is a glycoprotein found in granules of cd8 cytotoxic cells and natural killer cells upon degranulation ,  perforin inserts itself into the plasma membrane of the target cell ,  forming a pore .
serine proteases ,  released from cytoplasmic granules within natural killer cells and cd8 - positive cytotoxic t cells .
involuntary contractions of muscles ,  mainly of the skin ,  in response to the chilling effect of low temperatures or fever .
the movement of plasmodium - erythrocyte junction along the confronted membranes as merozoite enters the invagination in the erythrocyte surface .
intermittent preventive therapy  ( ipt )  is a public health intervention aimed at treating and preventing malaria episodes in infants  ( ipti )  ,  children  ( iptc )  ,  schoolchildren  ( iptsc )  and pregnant women  ( iptp )  ,  building  on two tested malaria control strategies a )  to clear existing parasites  ( treatment effect seen in mass drug administrations )  and b )  to prevent new infections .
intermittent preventive therapy in children .
intermittent preventive therapy in infants .
intermittent preventive therapy in schoolchildren .
intermittent preventive therapy in pregnant women .
an individual member of a malaria parasite species
the percentage of female anopheline mosquitoes of a prarticular species that bear sporozoites in their salivary glands .
the number of bites per person in a certain period of time .
the proportion of female mosquitoes that have laid eggs at least once .
the estimated proportion of the blood meals of a mosquito population obtained from man .
in vector - borne infections such as malaria ,  the vectorial capacity is a concept analogous to the contact rate in directly - transmitted diseases .
direct transmission is a transmission process that is the means during which the malaria pathogen is transmitted immediately from a reservoir ,  source or host to another host .
indirect transmission is a transmission process during which the pathogen is indirectly transferred from a reservoir ,  source or host to another host by intermediary vehicles ,  vectors or as airborne dust particles .
placental transmission is a congenital transmission process during which the malaria pathogen is transmitted directly from mother to child across the placental barrier .
vector - borne malaria transmission is an indirect malaria transmission process during which the malaria pathogen is indirectly transferred from a reservoir ,  source or host via an animate intermediary vector to another host .
vehicle - borne malaria transmission is an indirect malaria transmission process during which the malaria pathogen is indirectly transferred from a reservoir ,  source or host to another host by inanimate intermediary vehicle objects .
vehicle - borne medical malaria transmission is an indirect vehicle - borne malaria transmission process during which the malaria pathogen is indirectly transferred from a reservoir ,  source or host to another host by biological products including: blood ,  serum ,  plasma ,  tissue ,  or organs .
relative humidity is the ratio of the partial pressure of water vapor in the air - water mixture to the saturated vapor pressure of water at the prescribed temperature .
a independent continuant entity that is a mereological sum of separate abiotic objects .
a independent continuant entity that is a mereological sum of separate biotic objects .
a disposition to kill or inhibit the development or reproduction of eukaryotic parasites .
a chemical compound bearing an antiparasitic disposition .
comment: an instance of site  [ snap:site ]  is a mixture of independent continuant  [ snap:independentcontinuant ]  entities which act as surrounding environments for other independent continuant  [ snap:independentcontinuant ]  entities ,  most importantly for instances of object  [ snap:object ]  .
a measure ,  which refers to a group of arthropods .
the usage of insecticides ,  usually for the purpose of mosquito control .
a measure ,  which refers to a group of vertebrates .
measure relating to aggregate of arthropods on - host ,  which is calculated as the total number of arthropods divided by the total number of hosts examined .
measure relating to aggregate of vertebrates ,  which refers to the absolute contribution made by a particular amplification / reservoir host species to the natural prevalence of infection with a given pathogen among vectors in a certain area .
amplification / reservoir host capacity measure which refers to the proportional contribution of a particular amplification / reservoir host species to the natural prevalence of infection with a given pathogen among vectors in a certain area in relation to other examined amplification / reservoir host species .
the infection incidence proportion per unit time .
increased enzymatic activity due to a mutation that increases production of ache gene product resulting in more efficient insecticide detoxification .
the number of arthropods divided by the number of infested hosts .
measure relating to aggregate of vertebrates ,  which refers to the efficiency with which a pathogen is transmitted from infected vertebrates to feeding arthropods of a given taxon .
a female quality inhering in a individual who has given birth one or more times .
a measure ,  which refers to the vertebrate host .
measure relating to enumeration of an aggregate of arthropods .
measure relating to host blood within an aggregate of arthropods .
measure relating to infection within an aggregate of arthropods .
a female quality inhering in a individual who is carrying fertilized eggs .
one hour after blood meal .
two hours after blood meal .
three hours after blood meal .
four hours after blood meal .
five hours after blood meal .
six hours after blood meal .
seven hours after blood meal .
eight hours after blood meal .
nine hours after blood meal .
ten hours after blood meal .
eleven hours after blood meal .
twelve hours after blood meal .
thirteen hours after blood meal .
fourteen hours after blood meal .
fifteen hours after blood meal .
sixteen hours after blood meal .
seventeen hours after blood meal .
eighteen hours after blood meal .
nineteen hours after blood meal .
twenty hours after blood meal .
twenty one hours after blood meal .
twenty two hours after blood meal .
twenty three hours after blood meal .
a commercial rdt from innovatek medical inc .
is a glycoprotein that acts as a cytokine synthesis inhibitory factor .
a change in the morphology and behavior of a cd8 - positive ,  alpha - beta cytotoxic t cell , resulting from exposure to a mitogen ,  cytokine ,  chemokine ,  cellular ligand ,  or an antigen for which it is specific ,  leading to the initiation or perpetuation of an immune response .
any process by which t - helper 1 cells stops ,  prevents or reduces the frequency ,  rate or extent of t - helper 2 cell mediated immune response .
any process by which t - helper 2 cells stops ,  prevents or reduces the frequency ,  rate or extent of t - helper 1 cell mediated immune response .
a developmental process in the erythrocytes leading to the production of schizonts .
a commercial rdt from intecproducts ,  inc .
a developmental process in the liver leading to the production of schizonts .
the process of formation of a hypnozoite in the liver of the vertebrate host .
the process during which a merozoite is formed .
one day after blood meal .
the phase where merozoites invade the erythrocytes .
the process in which the apical end of merozoite makes initial contact with the erythrocyte ,  creating a depression in erythrocyte membrane .
the process of erythrocyte's membrane thickening in the area where merozoite is attached .
the entrance of a cell into a vacuole while invading a foreign organism .
the closing of the orifice behind the merozoite as the entry in the erythrocyte it is been completed .
the process during which a trophozoite is formed .
the time length of each phase of the erythrocytic cycle of the parasite .
the exhibition of any of the combined symptoms and signs of malaria .
the characteristic ,  clinical feature of recurrent fever attacks in malaria .
bacillus sphaericus is an obligate aerobe bacterium used as a larvicide for mosquito control .
lassitude is a weariness .
the first phase of the febrile paroxysm ,  characterized by chills ,  lasting for 15 to 60 minutes .
a milder form of shivering .
an uncontrolled vibration of the teeth ,  often at night or in cases of feeling cold .
rigor is a shaking occurring during a high fever .
constriction of a peripheral blood vessels .
a pulse faster than normal .
the pulse occurring when the stroke volume of the heart or when the pulse pressure decreases .
the second phase of the febrile paroxysm ,  characterized by high fever and several symptoms due to this ,  lasting from 2 to 6 hours .
a severe headache that gives the impression that one's blood vessels in the head are throbbing .
a syncope that occurs upon assuming an upright position and is caused by inadequate blood flow to the brain resulting from failure of normal vasoconstrictive mechanisms .
not very intense pain in the epigastric area .
the third phase of the febrile paroxysm ,  characterized by intense sweating ,  during which the fever falls and all symptoms diminish while the patient usually sleeps .
the exhibition of any of the combined symptoms and signs of malaria found in all forms .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by distinct parasites .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by p . falciparum .
a fungal genus .
a clinical feature of a high number of parasites in the blood ,  usually higher than 500000 per microlitrer .
an abnormally diminished concentration of glucose in the blood .
any situation in which the levels of one of the common electrolytes is either elevated or lowered in the serum of a patient .
higher than usual intravascular haemolysis usually associated with severe malaria .
the result of blunt injury to the spleen leading to its laceration ,  and haemorrhage from it .
a circulatory collapse is defined as a general or specific failure of the circulation ,  either cardiac or peripheral in nature .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by p . vivax .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by p . ovale .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by p . malariae .
the exhibition of any of the combined symptoms and signs of specific forms of malaria caused by monkey malaria parasites .
the non - specific defences already present in the body which are stimulated by malaria parasite infection .
resistance to malaria due to conditions affecting the structure of beta globin chains ,  the rate of synthesis of globin chains ,  the level of g6pd and conditions affecting the red cell membrane or cytoskeleton .
a fungal genus .
a commercial rdt from inverness medical innovations ,  inc .
immunity to malaria gradually acquired by infection .
immunity against pre - erythrocytic stages of plasmodium ,  especially sporozoites .
immunity against parasites that have reached the erythrocytic stage .
immunity against parasites that have reached the sexual stage .
a commercial rdt from j . mitra & co . pvt .
a commercial rdt from j . mitra & co . pvt .
the appearance of immunoglobulin e due to biosynthesis or secretion following a cellular stimulus ,  resulting in an increase in its intracellular or extracellular levels .
a commercial rdt from j . mitra & co . pvt .
staining is an auxiliary technique used in microscopy to enhance contrast in the microscopic image .
giemsa stain ,  named after gustav giemsa ,  an early malariologist ,  is used for the histopathological diagnosis of malaria and other parasites .
field's stain is a histological method for staining of blood smears .
it is a monomeric immunoglobulin consisting of two epsilon heavy chains and either two kappa light chains or two lambda light chains ,  connected by disulfide bonds .
a commercial rdt from orchid biomedical systems .
a commercial rdt from orchid biomedical systems .
an assay for the presence of specific antiviral antibodies in a test serum .
the technique of precipitating a protein antigen out of solution using an antibody that specifically binds to that particular protein .
a commercial rdt from premier medical corporation ltd .
a commercial rdt from premier medical corporation ltd .
any host process of the immune system that occurs as part of an immune response .
any method using nucleic acid probes for the detection of malaria .
a quality which refers to the environment .
degree of hotness or coldness measured on a definite scale .
a moderate degree of wetness especially of the atmosphere .
a natural movement of air of any velocity .
the fact that autochthonous cases of malaria can be present at varying frequencies in an area or community .
a term applied to malaria when there is a constant measurable incidence both of cases of the disease and of its natural transmission in an area over a succession of years .
classification of malaria denoting that the amount of transmission hardly fluctuates from year to year ,  but with possible seasonal fluctuation .
classification of malaria denoting that the amount of transmission varies from year to year .
a commercial rdt from ict diagnostics .
a case of malaria resulting from the bite of a mosquito in a malaria - endemic region .
a commercial rdt from ict diagnostics .
a case of malaria resulting from the bite of a mosquito in a non malaria region that was carried into non malaria region through any means of transportation .
cases of malaria contracted locally but derived from imported cases .
a commercial rdt from span diagnostics ltd .
c3b is the principal protein fragment produced when complement component c3 is cleaved by convertases of either the classical or alternative pathway .
to limit or fully inhibiting the extent of parasite sequestration of the walls of host inner blood vessels .
hypoendemicity denotes areas where there is little malaria transmission and the effects of malaria on the general population are unimportant .
mesoendemicity is found typically among small rural communities in the subtropical zones with varying intensity of transmission depending on local circumstances .
hyperendemicity is seen in areas with intense but seasonal transmission where the immunity is insufficient to prevent the effects of malaria on all age groups .
holoendemicity denotes a perennial transmission of high degree ,  resulting in a considerable degree of immune response to all age groups ,  but particularly in the adults .
evaluation of the amount and condition of transmission of the disease .
a commercial rdt from span diagnostics ltd .
the collection of data relating to the epidemiology of malaria ,  to be processed and used for the survey of the state of the disease in a given area .
any investigation aiming at finding the malarial state of an individual .
any investigation aiming at finding the transmission potential state of a vector population .
any process carried out to determine the condition of a patient's spleen .
an examination of the blood comprised of several ,  different diagnostic procedures .
the calculated approximation of the mosquito density in an area which is usable even if input data may be incomplete or uncertain .
the calculated approximation of the natural infection rate in an area which is usable even if input data may be incomplete or uncertain .
the calculated approximation of the biting habits of a vector which is usable even if input data may be incomplete or uncertain .
the estimation of the life span of vectors .
to limit or fully inhibiting the extent of parasite invasion of host hepatocytes and / or erythrocytes .
a commercial rdt from span diagnostics ltd .
a person under health care .
a human is a member of a species of bipedal primates in the family hominidae  ( taxonomically homo sapiens )  .
a vertebrate animal of the class mammalia .
a primate is a member of the biological order primates ,  the group that contains lemurs ,  the aye - aye ,  lorisids ,  galagos ,  tarsiers ,  monkeys ,  and apes ,  with the last category including great apes .
a commercial rdt from standard diagnostics ,  inc .
a process protecting a human host from the biting of mosquitoes ,  usually through physical or chemical means .
a commercial rdt from standard diagnostics ,  inc .
a commercial rdt from standard diagnostics ,  inc .
the developmental stages of mosquitoes belonging to the genus anopheles .
a commercial rdt from unimed international ,  inc .
a change in the morphology or behavior of a phagocyte resulting from exposure to an activating factor such as a cellular or soluble ligand ,  leading to the initiation or perpetuation of an immune response .
a compound used as an antimalarial drug .
a compound used as an antimalarial drug .
a commercial rdt from unimed international ,  inc .
the process by which a t cell receptor in the malaria host interprets its surroundings .
the process by which a b cell receptor in the malaria host interprets its surroundings .
a commercial rdt from vision biotech  ( pty )  ltd .
a commercial rdt from vision biotech  ( pty )  ltd .
a commercial rdt from vision biotech  ( pty )  ltd .
a commercial rdt from guangzhou wondfo biotech co . ltd .
any derivative of benzonaphthyridine that is used as an antimalarial ,  often in cases of cerebral malaria .
an antimalarial drug .
a compound used as an antimalarial drug .
a commercial rdt from zephyr biomedicals .
the process by which a pattern - recognition receptor in the malaria host interprets its surroundings .
a commercial rdt from zephyr biomedicals .
a commercial rdt from zephyr biomedicals .
a synthetic antimicrobial drug .
a quality which refers to malaria .
a commercial rdt from intecproducts ,  inc .
the insertion of a mosquito's proboscis into the skin of a vertebrate in order to feed with its blood .
any of the four developmental stages immediately following the embryonal stage upon moulting and before pupation .
the process by which a cd4 - positive ,  alpha - beta t cell receptor in the malaria host interprets its surroundings .
the process by which a cd8 - positive ,  alpha - beta t cell receptor in the malaria host interprets its surroundings .
a drug used to treat infections caused by bacteria and other microorganisms .
an individual member of a vector species .
an individual member of a parasite species .
a vector organism in its early stages of development ,  before it has reached the first larval instar stage .
any of a group of broad - spectrum antibiotics that are fluorinated derivatives of quinolone compounds and are especially effective against gram - negative bacteria .
the appearance of immunoglobulin g due to biosynthesis or secretion following a cellular stimulus ,  resulting in an increase in its intracellular or extracellular levels .
it is a pentameric gamma globulin protein consisting of five monomers joined by disulfide bonds and the j chain .
the process by which a toll like receptor in the malaria host interprets its surroundings .
the process by which a toll like receptor 9 in the malaria host interprets its surroundings .
the newly hatched ,  wingless ,  wormlike form of a vector organism before metamorphosis .
a vector organism during its non - feeding stage between the larva and adult ,  during which the larva undergoes complete transformation .
an vector organid in its sexually mature stage after metamorphosis .
a vector organism during its first of four larval stages .
a vector organism during its second of four larval stages .
a vector organism during its third of four larval stages .
a vector organism during its fourth of four larval stages .
a gametocyte found in the midgut of a mosquito .
chemically inert crystalline structure produced in the digestive food vacuole of blood - stage malaria parasites .
the encysted form of a parasite organism derived from the ookinete ,  in which sporogonic multiplication occurs .
the motile zygote of the vector organism that penetrates the mosquito midgut to form an oocyst .
to limit or fully inhibiting the extent of parasite invasion of host hepatocytes .
removal of the stomach's contents via a nasogastric tube .
to limit or fully inhibiting the extent of parasite invasion of host erythrocytes .
vector control measures aiming at mosquito populations .
two days after blood meal .
an antibody that attaches to a cell surface through its fc region .
a parasite organism at a stage of a diploid cell resulting from the fusion of male and female gametes .
the stage of a daughter cell of a protozoan parasite .
a molecular entity consisting of two or more chemical elements .
the selection of habitat such that the chances of mosquito bites are reduced .
the management of interaction by the modern human societies with ,  and impact upon the environment .
in malariology ,  use of engineering aiming at producing local conditions unfavourable for the breeding of mosquitoes in their usual habitats .
the filling of abandoned ditches ,  borrow pits and ponds to remove potential mosquito breeding sites .
drainage is the natural or artificial removal of surface and sub - surface water from an area .
in areas of extensive water covered with vegetation where drainage is impractical ,  the area can be deepened to the extent that plants cannot grow .
the drainage of the surface .
the drainage of subsoil .
the drainage of a coastal swamp .
drainage of gricultural land by pumped wells to improve the soil .
in malariology ,  a recurrent activity aiming at producing local conditions unfavourable for the breeding of mosquitoes in their usual habitats .
a human population with no immunity against malaria .
deliberate change of the water surface level through engineering or other measures .
the use of a water channel that is controlled at its head by a gate .
deliberate change of the water salinity through engineering or other measures .
the artificial creation of shaded areas next to stream banks .
deliberate clearing of vegetation linked to standing water .
a gametocyte found in the blood of the vertebrate host .
a schizont produced in an erythrocyte .
a merozoite derived from an erythrocytic schizont .
the feeding stage of a parasite organism .
a merozoite derived from a hepatic schizont .
the process by which a receptor in the malaria host interprets its surroundings .
a schizont produced in an liver cell .
